"","unitid","instnm","semester","quarter","year"
"1",100654,"ALABAMA A&M UNIVERSITY",1,0,1991
"2",100654,"ALABAMA A&M UNIVERSITY",1,0,1992
"3",100654,"ALABAMA A & M UNIVERSITY",1,0,1993
"4",100654,"ALABAMA A & M UNIVERSITY",1,0,1995
"5",100654,"ALABAMA A & M UNIVERSITY",1,0,1996
"6",100654,"ALABAMA A & M UNIVERSITY",1,0,1997
"7",100654,"ALABAMA A & M UNIVERSITY",1,0,1998
"8",100654,"ALABAMA A & M UNIVERSITY",1,0,1999
"9",100654,"ALABAMA A & M UNIVERSITY",1,0,2000
"10",100654,"ALABAMA A & M UNIVERSITY",1,0,2001
"11",100654,"ALABAMA A & M UNIVERSITY",1,0,2002
"12",100654,"ALABAMA A & M UNIVERSITY",1,0,2003
"13",100654,"ALABAMA A & M UNIVERSITY",1,0,2004
"14",100654,"Alabama A & M University",1,0,2005
"15",100654,"Alabama A & M University",1,0,2006
"16",100654,"Alabama A & M University",1,0,2007
"17",100654,"Alabama A & M University",1,0,2008
"18",100654,"Alabama A & M University",1,0,2009
"19",100654,"Alabama A & M University",1,0,2010
"20",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1991
"21",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1992
"22",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1993
"23",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1995
"24",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1996
"25",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1997
"26",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1998
"27",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,1999
"28",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",0,1,2000
"29",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",1,0,2001
"30",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",1,0,2002
"31",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",1,0,2003
"32",100663,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",1,0,2004
"33",100663,"University of Alabama at Birmingham",1,0,2005
"34",100663,"University of Alabama at Birmingham",1,0,2006
"35",100663,"University of Alabama at Birmingham",1,0,2007
"36",100663,"University of Alabama at Birmingham",1,0,2008
"37",100663,"University of Alabama at Birmingham",1,0,2009
"38",100663,"University of Alabama at Birmingham",1,0,2010
"39",100751,"THE UNIVERSITY OF ALABAMA",1,0,1991
"40",100751,"THE UNIVERSITY OF ALABAMA",1,0,1992
"41",100751,"THE UNIVERSITY OF ALABAMA",1,0,1993
"42",100751,"THE UNIVERSITY OF ALABAMA",1,0,1995
"43",100751,"THE UNIVERSITY OF ALABAMA",1,0,1996
"44",100751,"THE UNIVERSITY OF ALABAMA",1,0,1997
"45",100751,"UNIVERSITY OF ALABAMA",1,0,1998
"46",100751,"UNIVERSITY OF ALABAMA",1,0,1999
"47",100751,"UNIVERSITY OF ALABAMA",1,0,2000
"48",100751,"UNIVERSITY OF ALABAMA",1,0,2001
"49",100751,"UNIVERSITY OF ALABAMA",1,0,2002
"50",100751,"UNIVERSITY OF ALABAMA",1,0,2003
"51",100751,"THE UNIVERSITY OF ALABAMA",1,0,2004
"52",100751,"The University of Alabama",1,0,2005
"53",100751,"The University of Alabama",1,0,2006
"54",100751,"The University of Alabama",1,0,2007
"55",100751,"The University of Alabama",1,0,2008
"56",100751,"The University of Alabama",1,0,2009
"57",100751,"The University of Alabama",1,0,2010
"58",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1991
"59",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1992
"60",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1993
"61",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1995
"62",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1996
"63",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1997
"64",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1998
"65",100858,"AUBURN UNIVERSITY MAIN CAMPUS",0,1,1999
"66",100858,"AUBURN UNIVERSITY MAIN CAMPUS",1,0,2000
"67",100858,"AUBURN UNIVERSITY MAIN CAMPUS",1,0,2001
"68",100858,"AUBURN UNIVERSITY MAIN CAMPUS",1,0,2002
"69",100858,"AUBURN UNIVERSITY MAIN CAMPUS",1,0,2003
"70",100858,"AUBURN UNIVERSITY MAIN CAMPUS",1,0,2004
"71",100858,"Auburn University Main Campus",1,0,2005
"72",100858,"Auburn University Main Campus",1,0,2006
"73",100858,"Auburn University Main Campus",1,0,2007
"74",100858,"Auburn University Main Campus",1,0,2008
"75",100858,"Auburn University Main Campus",1,0,2009
"76",100858,"Auburn University",1,0,2010
"77",101435,"HUNTINGDON COLLEGE",1,0,1991
"78",101435,"HUNTINGDON COLLEGE",1,0,1992
"79",101435,"HUNTINGDON COLLEGE",1,0,1993
"80",101435,"HUNTINGDON COLLEGE",1,0,1995
"81",101435,"HUNTINGDON COLLEGE",1,0,1996
"82",101435,"HUNTINGDON COLLEGE",1,0,1997
"83",101435,"HUNTINGDON COLLEGE",1,0,1998
"84",101435,"HUNTINGDON COLLEGE",1,0,1999
"85",101435,"HUNTINGDON COLLEGE",1,0,2000
"86",101435,"HUNTINGDON COLLEGE",1,0,2001
"87",101435,"HUNTINGDON COLLEGE",1,0,2002
"88",101435,"HUNTINGDON COLLEGE",1,0,2003
"89",101435,"HUNTINGDON COLLEGE",1,0,2004
"90",101435,"Huntingdon College",1,0,2005
"91",101435,"Huntingdon College",1,0,2006
"92",101435,"Huntingdon College",1,0,2007
"93",101435,"Huntingdon College",1,0,2008
"94",101435,"Huntingdon College",1,0,2009
"95",101435,"Huntingdon College",1,0,2010
"96",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1991
"97",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1992
"98",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1993
"99",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1995
"100",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1996
"101",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1997
"102",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1998
"103",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,1999
"104",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,2000
"105",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,2001
"106",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,2002
"107",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,2003
"108",101480,"JACKSONVILLE STATE UNIVERSITY",1,0,2004
"109",101480,"Jacksonville State University",1,0,2005
"110",101480,"Jacksonville State University",1,0,2006
"111",101480,"Jacksonville State University",1,0,2007
"112",101480,"Jacksonville State University",1,0,2008
"113",101480,"Jacksonville State University",1,0,2009
"114",101480,"Jacksonville State University",1,0,2010
"115",101675,"MILES COLLEGE",1,0,1991
"116",101675,"MILES COLLEGE",1,0,1992
"117",101675,"MILES COLLEGE",1,0,1993
"118",101675,"MILES COLLEGE",1,0,1995
"119",101675,"MILES COLLEGE",1,0,1996
"120",101675,"MILES COLLEGE",1,0,1997
"121",101675,"MILES COLLEGE",1,0,1998
"122",101675,"MILES COLLEGE",1,0,1999
"123",101675,"MILES COLLEGE",1,0,2000
"124",101675,"MILES COLLEGE",1,0,2001
"125",101675,"MILES COLLEGE",1,0,2002
"126",101675,"MILES COLLEGE",1,0,2003
"127",101675,"MILES COLLEGE",1,0,2004
"128",101675,"Miles College",1,0,2005
"129",101675,"Miles College",1,0,2006
"130",101675,"Miles College",1,0,2007
"131",101675,"Miles College",1,0,2008
"132",101675,"Miles College",1,0,2009
"133",101675,"Miles College",1,0,2010
"134",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1991
"135",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1992
"136",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1993
"137",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1995
"138",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1996
"139",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1997
"140",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1998
"141",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,1999
"142",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,2000
"143",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,2001
"144",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,2002
"145",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,2003
"146",101879,"UNIVERSITY OF NORTH ALABAMA",1,0,2004
"147",101879,"University of North Alabama",1,0,2005
"148",101879,"University of North Alabama",1,0,2006
"149",101879,"University of North Alabama",1,0,2007
"150",101879,"University of North Alabama",1,0,2008
"151",101879,"University of North Alabama",1,0,2009
"152",101879,"University of North Alabama",1,0,2010
"153",102049,"SAMFORD UNIVERSITY",1,0,1991
"154",102049,"SAMFORD UNIVERSITY",1,0,1992
"155",102049,"SAMFORD UNIVERSITY",1,0,1993
"156",102049,"SAMFORD UNIVERSITY",1,0,1995
"157",102049,"SAMFORD UNIVERSITY",1,0,1996
"158",102049,"SAMFORD UNIVERSITY",1,0,1997
"159",102049,"SAMFORD UNIVERSITY",1,0,1998
"160",102049,"SAMFORD UNIVERSITY",1,0,1999
"161",102049,"SAMFORD UNIVERSITY",1,0,2000
"162",102049,"SAMFORD UNIVERSITY",1,0,2001
"163",102049,"SAMFORD UNIVERSITY",1,0,2002
"164",102049,"SAMFORD UNIVERSITY",1,0,2003
"165",102049,"SAMFORD UNIVERSITY",1,0,2004
"166",102049,"Samford University",1,0,2005
"167",102049,"Samford University",1,0,2006
"168",102049,"Samford University",1,0,2007
"169",102049,"Samford University",1,0,2008
"170",102049,"Samford University",1,0,2009
"171",102049,"Samford University",1,0,2010
"172",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1991
"173",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1992
"174",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1993
"175",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1995
"176",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1996
"177",102094,"UNIVERSITY OF SOUTH ALABAMA",0,1,1997
"178",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,1998
"179",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,1999
"180",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,2000
"181",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,2001
"182",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,2002
"183",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,2003
"184",102094,"UNIVERSITY OF SOUTH ALABAMA",1,0,2004
"185",102094,"University of South Alabama",1,0,2005
"186",102094,"University of South Alabama",1,0,2006
"187",102094,"University of South Alabama",1,0,2007
"188",102094,"University of South Alabama",1,0,2008
"189",102094,"University of South Alabama",1,0,2009
"190",102094,"University of South Alabama",1,0,2010
"191",102234,"SPRING HILL COLLEGE",1,0,1991
"192",102234,"SPRING HILL COLLEGE",1,0,1992
"193",102234,"SPRING HILL COLLEGE",1,0,1993
"194",102234,"SPRING HILL COLLEGE",1,0,1995
"195",102234,"SPRING HILL COLLEGE",1,0,1996
"196",102234,"SPRING HILL COLLEGE",1,0,1997
"197",102234,"SPRING HILL COLLEGE",1,0,1998
"198",102234,"SPRING HILL COLLEGE",1,0,1999
"199",102234,"SPRING HILL COLLEGE",1,0,2000
"200",102234,"SPRING HILL COLLEGE",1,0,2001
"201",102234,"SPRING HILL COLLEGE",1,0,2002
"202",102234,"SPRING HILL COLLEGE",1,0,2003
"203",102234,"SPRING HILL COLLEGE",1,0,2004
"204",102234,"Spring Hill College",1,0,2005
"205",102234,"Spring Hill College",1,0,2006
"206",102234,"Spring Hill College",1,0,2007
"207",102234,"Spring Hill College",1,0,2008
"208",102234,"Spring Hill College",1,0,2009
"209",102234,"Spring Hill College",1,0,2010
"210",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1991
"211",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1992
"212",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1993
"213",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1995
"214",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1996
"215",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1997
"216",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",0,1,1998
"217",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,1999
"218",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,2000
"219",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,2001
"220",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,2002
"221",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,2003
"222",102368,"TROY STATE UNIVERSITY-MAIN CAMPUS",1,0,2004
"223",102368,"Troy University",1,0,2005
"224",102368,"Troy University",1,0,2006
"225",102368,"Troy University",1,0,2007
"226",102368,"Troy University",1,0,2008
"227",102368,"Troy University",1,0,2009
"228",102368,"Troy University",1,0,2010
"229",102377,"TUSKEGEE UNIVERSITY",1,0,1991
"230",102377,"TUSKEGEE UNIVERSITY",1,0,1992
"231",102377,"TUSKEGEE UNIVERSITY",1,0,1993
"232",102377,"TUSKEGEE UNIVERSITY",1,0,1995
"233",102377,"TUSKEGEE UNIVERSITY",1,0,1996
"234",102377,"TUSKEGEE UNIVERSITY",1,0,1997
"235",102377,"TUSKEGEE UNIVERSITY",1,0,1998
"236",102377,"TUSKEGEE UNIVERSITY",1,0,1999
"237",102377,"TUSKEGEE UNIVERSITY",1,0,2000
"238",102377,"TUSKEGEE UNIVERSITY",1,0,2001
"239",102377,"TUSKEGEE UNIVERSITY",1,0,2002
"240",102377,"TUSKEGEE UNIVERSITY",1,0,2003
"241",102377,"TUSKEGEE UNIVERSITY",1,0,2004
"242",102377,"Tuskegee University",1,0,2005
"243",102377,"Tuskegee University",1,0,2006
"244",102377,"Tuskegee University",1,0,2007
"245",102377,"Tuskegee University",1,0,2008
"246",102377,"Tuskegee University",1,0,2009
"247",102377,"Tuskegee University",1,0,2010
"248",104151,"ARIZONA STATE UNIVERSITY",1,0,1991
"249",104151,"ARIZONA STATE UNIVERSITY",1,0,1992
"250",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1993
"251",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1995
"252",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1996
"253",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1997
"254",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1998
"255",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,1999
"256",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,2000
"257",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,2001
"258",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,2002
"259",104151,"ARIZONA STATE UNIVERSITY-MAIN CAMPUS",1,0,2003
"260",104151,"ARIZONA STATE UNIVERSITY AT THE TEMPE CAMPUS",1,0,2004
"261",104151,"Arizona State University at the Tempe Campus",1,0,2005
"262",104151,"Arizona State University at the Tempe Campus",1,0,2006
"263",104151,"Arizona State University at the Tempe Campus",1,0,2007
"264",104151,"Arizona State University",1,0,2008
"265",104151,"Arizona State University",1,0,2009
"266",104151,"Arizona State University",1,0,2010
"267",104179,"UNIVERSITY OF ARIZONA",1,0,1991
"268",104179,"UNIVERSITY OF ARIZONA",1,0,1992
"269",104179,"UNIVERSITY OF ARIZONA",1,0,1993
"270",104179,"UNIVERSITY OF ARIZONA",1,0,1995
"271",104179,"UNIVERSITY OF ARIZONA",1,0,1996
"272",104179,"UNIVERSITY OF ARIZONA",1,0,1997
"273",104179,"UNIVERSITY OF ARIZONA",1,0,1998
"274",104179,"UNIVERSITY OF ARIZONA",1,0,1999
"275",104179,"UNIVERSITY OF ARIZONA",1,0,2000
"276",104179,"UNIVERSITY OF ARIZONA",1,0,2001
"277",104179,"UNIVERSITY OF ARIZONA",1,0,2002
"278",104179,"UNIVERSITY OF ARIZONA",1,0,2003
"279",104179,"UNIVERSITY OF ARIZONA",1,0,2004
"280",104179,"University of Arizona",1,0,2005
"281",104179,"University of Arizona",1,0,2006
"282",104179,"University of Arizona",1,0,2007
"283",104179,"University of Arizona",1,0,2008
"284",104179,"University of Arizona",1,0,2009
"285",104179,"University of Arizona",1,0,2010
"286",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1991
"287",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1992
"288",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1993
"289",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1995
"290",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1996
"291",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1997
"292",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1998
"293",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,1999
"294",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,2000
"295",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,2001
"296",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,2002
"297",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,2003
"298",105330,"NORTHERN ARIZONA UNIVERSITY",1,0,2004
"299",105330,"Northern Arizona University",1,0,2005
"300",105330,"Northern Arizona University",1,0,2006
"301",105330,"Northern Arizona University",1,0,2007
"302",105330,"Northern Arizona University",1,0,2008
"303",105330,"Northern Arizona University",1,0,2009
"304",105330,"Northern Arizona University",1,0,2010
"305",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1991
"306",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1992
"307",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1993
"308",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1995
"309",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1996
"310",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1997
"311",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1998
"312",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,1999
"313",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,2000
"314",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,2001
"315",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,2002
"316",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,2003
"317",106245,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK",1,0,2004
"318",106245,"University of Arkansas at Little Rock",1,0,2005
"319",106245,"University of Arkansas at Little Rock",1,0,2006
"320",106245,"University of Arkansas at Little Rock",1,0,2007
"321",106245,"University of Arkansas at Little Rock",1,0,2008
"322",106245,"University of Arkansas at Little Rock",1,0,2009
"323",106245,"University of Arkansas at Little Rock",1,0,2010
"324",106342,"ARKANSAS COLLEGE",1,0,1991
"325",106342,"ARKANSAS COLLEGE",1,0,1992
"326",106342,"ARKANSAS COLLEGE",1,0,1993
"327",106342,"LYON COLLEGE",1,0,1995
"328",106342,"LYON COLLEGE",1,0,1996
"329",106342,"LYON COLLEGE",1,0,1997
"330",106342,"LYON COLLEGE",1,0,1998
"331",106342,"LYON COLLEGE",1,0,1999
"332",106342,"LYON COLLEGE",1,0,2000
"333",106342,"LYON COLLEGE",1,0,2001
"334",106342,"LYON COLLEGE",1,0,2002
"335",106342,"LYON COLLEGE",1,0,2003
"336",106342,"LYON COLLEGE",1,0,2004
"337",106342,"Lyon College",1,0,2005
"338",106342,"Lyon College",1,0,2006
"339",106342,"Lyon College",1,0,2007
"340",106342,"Lyon College",1,0,2008
"341",106342,"Lyon College",1,0,2009
"342",106342,"Lyon College",1,0,2010
"343",106397,"UNIVERSITY OF ARKANSAS-FAYETTEVILLE",1,0,1991
"344",106397,"UNIVERSITY OF ARKANSAS-FAYETTEVILLE",1,0,1992
"345",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1993
"346",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1995
"347",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1996
"348",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1997
"349",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1998
"350",106397,"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE",1,0,1999
"351",106397,"UNIVERSITY OF ARKANSAS MAIN CAMPUS",1,0,2000
"352",106397,"UNIVERSITY OF ARKANSAS MAIN CAMPUS",1,0,2001
"353",106397,"UNIVERSITY OF ARKANSAS MAIN CAMPUS",1,0,2002
"354",106397,"UNIVERSITY OF ARKANSAS MAIN CAMPUS",1,0,2003
"355",106397,"UNIVERSITY OF ARKANSAS MAIN CAMPUS",1,0,2004
"356",106397,"University of Arkansas Main Campus",1,0,2005
"357",106397,"University of Arkansas Main Campus",1,0,2006
"358",106397,"University of Arkansas Main Campus",1,0,2007
"359",106397,"University of Arkansas Main Campus",1,0,2008
"360",106397,"University of Arkansas",1,0,2009
"361",106397,"University of Arkansas",1,0,2010
"362",106412,"UNIVERSITY OF ARKANSAS-PINE BLUFF",1,0,1991
"363",106412,"UNIVERSITY OF ARKANSAS-PINE BLUFF",1,0,1992
"364",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1993
"365",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1995
"366",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1996
"367",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1997
"368",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1998
"369",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,1999
"370",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,2000
"371",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,2001
"372",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,2002
"373",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,2003
"374",106412,"UNIVERSITY OF ARKANSAS AT PINE BLUFF",1,0,2004
"375",106412,"University of Arkansas at Pine Bluff",1,0,2005
"376",106412,"University of Arkansas at Pine Bluff",1,0,2006
"377",106412,"University of Arkansas at Pine Bluff",1,0,2007
"378",106412,"University of Arkansas at Pine Bluff",1,0,2008
"379",106412,"University of Arkansas at Pine Bluff",1,0,2009
"380",106412,"University of Arkansas at Pine Bluff",1,0,2010
"381",106458,"ARKANSAS STATE UNIVERSITY MAIN CAMPUS",1,0,1991
"382",106458,"ARKANSAS STATE UNIVERSITY MAIN CAMPUS",1,0,1992
"383",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1993
"384",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1995
"385",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1996
"386",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1997
"387",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1998
"388",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,1999
"389",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,2000
"390",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,2001
"391",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,2002
"392",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,2003
"393",106458,"ARKANSAS STATE UNIVERSITY-MAIN CAMPUS",1,0,2004
"394",106458,"Arkansas State University-Main Campus",1,0,2005
"395",106458,"Arkansas State University-Main Campus",1,0,2006
"396",106458,"Arkansas State University-Main Campus",1,0,2007
"397",106458,"Arkansas State University-Main Campus",1,0,2008
"398",106458,"Arkansas State University-Main Campus",1,0,2009
"399",106458,"Arkansas State University-Main Campus",1,0,2010
"400",106467,"ARKANSAS TECH UNIVERSITY",1,0,1991
"401",106467,"ARKANSAS TECH UNIVERSITY",1,0,1992
"402",106467,"ARKANSAS TECH UNIVERSITY",1,0,1993
"403",106467,"ARKANSAS TECH UNIVERSITY",1,0,1995
"404",106467,"ARKANSAS TECH UNIVERSITY",1,0,1996
"405",106467,"ARKANSAS TECH UNIVERSITY",1,0,1997
"406",106467,"ARKANSAS TECH UNIVERSITY",1,0,1998
"407",106467,"ARKANSAS TECH UNIVERSITY",1,0,1999
"408",106467,"ARKANSAS TECH UNIVERSITY",1,0,2000
"409",106467,"ARKANSAS TECH UNIVERSITY",1,0,2001
"410",106467,"ARKANSAS TECH UNIVERSITY",1,0,2002
"411",106467,"ARKANSAS TECH UNIVERSITY",1,0,2003
"412",106467,"ARKANSAS TECH UNIVERSITY",1,0,2004
"413",106467,"Arkansas Tech University",1,0,2005
"414",106467,"Arkansas Tech University",1,0,2006
"415",106467,"Arkansas Tech University",1,0,2007
"416",106467,"Arkansas Tech University",1,0,2008
"417",106467,"Arkansas Tech University",1,0,2009
"418",106467,"Arkansas Tech University",1,0,2010
"419",106485,"UNIVERSITY OF ARKANSAS-MONTICELLO",1,0,1991
"420",106485,"UNIVERSITY OF ARKANSAS-MONTICELLO",1,0,1992
"421",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1993
"422",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1995
"423",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1996
"424",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1997
"425",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1998
"426",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,1999
"427",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,2000
"428",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,2001
"429",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,2002
"430",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,2003
"431",106485,"UNIVERSITY OF ARKANSAS AT MONTICELLO",1,0,2004
"432",106485,"University of Arkansas at Monticello",1,0,2005
"433",106485,"University of Arkansas at Monticello",1,0,2006
"434",106485,"University of Arkansas at Monticello",1,0,2007
"435",106485,"University of Arkansas at Monticello",1,0,2008
"436",106485,"University of Arkansas at Monticello",1,0,2009
"437",106485,"University of Arkansas at Monticello",1,0,2010
"438",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1991
"439",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1992
"440",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1993
"441",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1995
"442",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1996
"443",106704,"UNIVERSITY OF CENTRAL ARKANSAS",1,0,1997
