"","unitid","instnm","semester","quarter","year"
"3029",149231,"SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE",1,0,1999
"3030",149231,"SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE",1,0,2000
"3031",149231,"SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE",1,0,2001
"3032",149231,"SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE",1,0,2002
"3033",149231,"SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE",1,0,2003
"3034",149231,"SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE",1,0,2004
"3035",149231,"Southern Illinois University Edwardsville",1,0,2005
"3036",149231,"Southern Illinois University Edwardsville",1,0,2006
"3037",149231,"Southern Illinois University Edwardsville",1,0,2007
"3038",149231,"Southern Illinois University Edwardsville",1,0,2008
"3039",149231,"Southern Illinois University Edwardsville",1,0,2009
"3040",149231,"Southern Illinois University Edwardsville",1,0,2010
"3041",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1991
"3042",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1992
"3043",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1993
"3044",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1995
"3045",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1996
"3046",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1997
"3047",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1998
"3048",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,1999
"3049",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,2000
"3050",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,2001
"3051",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,2002
"3052",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,2003
"3053",149772,"WESTERN ILLINOIS UNIVERSITY",1,0,2004
"3054",149772,"Western Illinois University",1,0,2005
"3055",149772,"Western Illinois University",1,0,2006
"3056",149772,"Western Illinois University",1,0,2007
"3057",149772,"Western Illinois University",1,0,2008
"3058",149772,"Western Illinois University",1,0,2009
"3059",149772,"Western Illinois University",1,0,2010
"3060",149781,"WHEATON COLLEGE",1,0,1991
"3061",149781,"WHEATON COLLEGE",1,0,1992
"3062",149781,"WHEATON COLLEGE",1,0,1993
"3063",149781,"WHEATON COLLEGE",1,0,1995
"3064",149781,"WHEATON COLLEGE",1,0,1996
"3065",149781,"WHEATON COLLEGE",1,0,1997
"3066",149781,"WHEATON COLLEGE",1,0,1998
"3067",149781,"WHEATON COLLEGE",1,0,1999
"3068",149781,"WHEATON COLLEGE",1,0,2000
"3069",149781,"WHEATON COLLEGE",1,0,2001
"3070",149781,"WHEATON COLLEGE",1,0,2002
"3071",149781,"WHEATON COLLEGE",1,0,2003
"3072",149781,"WHEATON COLLEGE",1,0,2004
"3073",149781,"Wheaton College",1,0,2005
"3074",149781,"Wheaton College",1,0,2006
"3075",149781,"Wheaton College",1,0,2007
"3076",149781,"Wheaton College",1,0,2008
"3077",149781,"Wheaton College",1,0,2009
"3078",149781,"Wheaton College",1,0,2010
"3079",150066,"ANDERSON UNIVERSITY",1,0,1991
"3080",150066,"ANDERSON UNIVERSITY",1,0,1992
"3081",150066,"ANDERSON UNIVERSITY",1,0,1993
"3082",150066,"ANDERSON UNIVERSITY",1,0,1995
"3083",150066,"ANDERSON UNIVERSITY",1,0,1996
"3084",150066,"ANDERSON UNIVERSITY",1,0,1997
"3085",150066,"ANDERSON UNIVERSITY",1,0,1998
"3086",150066,"ANDERSON UNIVERSITY",1,0,1999
"3087",150066,"ANDERSON UNIVERSITY",1,0,2000
"3088",150066,"ANDERSON UNIVERSITY",1,0,2001
"3089",150066,"ANDERSON UNIVERSITY",1,0,2002
"3090",150066,"ANDERSON UNIVERSITY",1,0,2003
"3091",150066,"ANDERSON UNIVERSITY",1,0,2004
"3092",150066,"Anderson University",1,0,2005
"3093",150066,"Anderson University",1,0,2006
"3094",150066,"Anderson University",1,0,2007
"3095",150066,"Anderson University",1,0,2008
"3096",150066,"Anderson University",1,0,2009
"3097",150066,"Anderson University",1,0,2010
"3098",150136,"BALL STATE UNIVERSITY",1,0,1991
"3099",150136,"BALL STATE UNIVERSITY",1,0,1992
"3100",150136,"BALL STATE UNIVERSITY",1,0,1993
"3101",150136,"BALL STATE UNIVERSITY",1,0,1995
"3102",150136,"BALL STATE UNIVERSITY",1,0,1996
"3103",150136,"BALL STATE UNIVERSITY",1,0,1997
"3104",150136,"BALL STATE UNIVERSITY",1,0,1998
"3105",150136,"BALL STATE UNIVERSITY",1,0,1999
"3106",150136,"BALL STATE UNIVERSITY",1,0,2000
"3107",150136,"BALL STATE UNIVERSITY",1,0,2001
"3108",150136,"BALL STATE UNIVERSITY",1,0,2002
"3109",150136,"BALL STATE UNIVERSITY",1,0,2003
"3110",150136,"BALL STATE UNIVERSITY",1,0,2004
"3111",150136,"Ball State University",1,0,2005
"3112",150136,"Ball State University",1,0,2006
"3113",150136,"Ball State University",1,0,2007
"3114",150136,"Ball State University",1,0,2008
"3115",150136,"Ball State University",1,0,2009
"3116",150136,"Ball State University",1,0,2010
"3117",150145,"BETHEL COLLEGE",1,0,1991
"3118",150145,"BETHEL COLLEGE",1,0,1992
"3119",150145,"BETHEL COLLEGE",1,0,1993
"3120",150145,"BETHEL COLLEGE",1,0,1995
"3121",150145,"BETHEL COLLEGE",1,0,1996
"3122",150145,"BETHEL COLLEGE",1,0,1997
"3123",150145,"BETHEL COLLEGE",1,0,1998
"3124",150145,"BETHEL COLLEGE",1,0,1999
"3125",150145,"BETHEL COLLEGE",1,0,2000
"3126",150145,"BETHEL COLLEGE",1,0,2001
"3127",150145,"BETHEL COLLEGE",1,0,2002
"3128",150145,"BETHEL COLLEGE",1,0,2003
"3129",150145,"BETHEL COLLEGE",1,0,2004
"3130",150145,"Bethel College",1,0,2005
"3131",150145,"Bethel College",1,0,2006
"3132",150145,"Bethel College",1,0,2007
"3133",150145,"Bethel College",1,0,2008
"3134",150145,"Bethel College",1,0,2009
"3135",150145,"Bethel College-Mishawaka",1,0,2010
"3136",150163,"BUTLER UNIVERSITY",1,0,1991
"3137",150163,"BUTLER UNIVERSITY",1,0,1992
"3138",150163,"BUTLER UNIVERSITY",1,0,1993
"3139",150163,"BUTLER UNIVERSITY",1,0,1995
"3140",150163,"BUTLER UNIVERSITY",1,0,1996
"3141",150163,"BUTLER UNIVERSITY",1,0,1997
"3142",150163,"BUTLER UNIVERSITY",1,0,1998
"3143",150163,"BUTLER UNIVERSITY",1,0,1999
"3144",150163,"BUTLER UNIVERSITY",1,0,2000
"3145",150163,"BUTLER UNIVERSITY",1,0,2001
"3146",150163,"BUTLER UNIVERSITY",1,0,2002
"3147",150163,"BUTLER UNIVERSITY",1,0,2003
"3148",150163,"BUTLER UNIVERSITY",1,0,2004
"3149",150163,"Butler University",1,0,2005
"3150",150163,"Butler University",1,0,2006
"3151",150163,"Butler University",1,0,2007
"3152",150163,"Butler University",1,0,2008
"3153",150163,"Butler University",1,0,2009
"3154",150163,"Butler University",1,0,2010
"3155",150400,"DEPAUW UNIVERSITY",1,0,1991
"3156",150400,"DEPAUW UNIVERSITY",1,0,1992
"3157",150400,"DEPAUW UNIVERSITY",1,0,1993
"3158",150400,"DEPAUW UNIVERSITY",1,0,1995
"3159",150400,"DEPAUW UNIVERSITY",1,0,1996
"3160",150400,"DEPAUW UNIVERSITY",1,0,1997
"3161",150400,"DEPAUW UNIVERSITY",1,0,1998
"3162",150400,"DEPAUW UNIVERSITY",1,0,1999
"3163",150400,"DEPAUW UNIVERSITY",1,0,2000
"3164",150400,"DEPAUW UNIVERSITY",1,0,2001
"3165",150400,"DEPAUW UNIVERSITY",1,0,2002
"3166",150400,"DEPAUW UNIVERSITY",1,0,2003
"3167",150400,"DEPAUW UNIVERSITY",1,0,2004
"3168",150400,"DePauw University",1,0,2005
"3169",150400,"DePauw University",1,0,2006
"3170",150400,"DePauw University",1,0,2007
"3171",150400,"DePauw University",1,0,2008
"3172",150400,"DePauw University",1,0,2009
"3173",150400,"DePauw University",1,0,2010
"3174",150534,"UNIVERSITY OF EVANSVILLE",1,0,1991
"3175",150534,"UNIVERSITY OF EVANSVILLE",1,0,1992
"3176",150534,"UNIVERSITY OF EVANSVILLE",1,0,1993
"3177",150534,"UNIVERSITY OF EVANSVILLE",1,0,1995
"3178",150534,"UNIVERSITY OF EVANSVILLE",1,0,1996
"3179",150534,"UNIVERSITY OF EVANSVILLE",1,0,1997
"3180",150534,"UNIVERSITY OF EVANSVILLE",1,0,1998
"3181",150534,"UNIVERSITY OF EVANSVILLE",1,0,1999
"3182",150534,"UNIVERSITY OF EVANSVILLE",1,0,2000
"3183",150534,"UNIVERSITY OF EVANSVILLE",1,0,2001
"3184",150534,"UNIVERSITY OF EVANSVILLE",1,0,2002
"3185",150534,"UNIVERSITY OF EVANSVILLE",1,0,2003
"3186",150534,"UNIVERSITY OF EVANSVILLE",1,0,2004
"3187",150534,"University of Evansville",1,0,2005
"3188",150534,"University of Evansville",1,0,2006
"3189",150534,"University of Evansville",1,0,2007
"3190",150534,"University of Evansville",1,0,2008
"3191",150534,"University of Evansville",1,0,2009
"3192",150534,"University of Evansville",1,0,2010
"3193",150668,"GOSHEN COLLEGE",0,1,1991
"3194",150668,"GOSHEN COLLEGE",0,1,1992
"3195",150668,"GOSHEN COLLEGE",0,1,1993
"3196",150668,"GOSHEN COLLEGE",1,0,1995
"3197",150668,"GOSHEN COLLEGE",1,0,1996
"3198",150668,"GOSHEN COLLEGE",1,0,1997
"3199",150668,"GOSHEN COLLEGE",1,0,1998
"3200",150668,"GOSHEN COLLEGE",1,0,1999
"3201",150668,"GOSHEN COLLEGE",1,0,2000
"3202",150668,"GOSHEN COLLEGE",1,0,2001
"3203",150668,"GOSHEN COLLEGE",1,0,2002
"3204",150668,"GOSHEN COLLEGE",1,0,2003
"3205",150668,"GOSHEN COLLEGE",1,0,2004
"3206",150668,"Goshen College",1,0,2005
"3207",150668,"Goshen College",1,0,2006
"3208",150668,"Goshen College",1,0,2007
"3209",150668,"Goshen College",1,0,2008
"3210",150668,"Goshen College",1,0,2009
"3211",150668,"Goshen College",1,0,2010
"3212",150941,"HUNTINGTON COLLEGE",1,0,1991
"3213",150941,"HUNTINGTON COLLEGE",1,0,1992
"3214",150941,"HUNTINGTON COLLEGE",1,0,1993
"3215",150941,"HUNTINGTON COLLEGE",1,0,1995
"3216",150941,"HUNTINGTON COLLEGE",1,0,1996
"3217",150941,"HUNTINGTON COLLEGE",1,0,1997
"3218",150941,"HUNTINGTON COLLEGE",1,0,1998
"3219",150941,"HUNTINGTON COLLEGE",1,0,1999
"3220",150941,"HUNTINGTON COLLEGE",1,0,2000
"3221",150941,"HUNTINGTON COLLEGE",1,0,2001
"3222",150941,"HUNTINGTON COLLEGE",1,0,2002
"3223",150941,"HUNTINGTON COLLEGE",1,0,2003
"3224",150941,"HUNTINGTON COLLEGE",1,0,2004
"3225",150941,"Huntington University",1,0,2005
"3226",150941,"Huntington University",1,0,2006
"3227",150941,"Huntington University",1,0,2007
"3228",150941,"Huntington University",1,0,2008
"3229",150941,"Huntington University",1,0,2009
"3230",150941,"Huntington University",1,0,2010
"3231",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY AT FORT WAYNE",1,0,1991
"3232",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY AT FORT WAYNE",1,0,1992
"3233",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1993
"3234",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1995
"3235",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1996
"3236",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1997
"3237",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1998
"3238",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,1999
"3239",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,2000
"3240",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,2001
"3241",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,2002
"3242",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,2003
"3243",151102,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE",1,0,2004
"3244",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2005
"3245",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2006
"3246",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2007
"3247",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2008
"3248",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2009
"3249",151102,"Indiana University-Purdue University-Fort Wayne",1,0,2010
"3250",151111,"INDIANA UNIVERSITY-PURDUE UNIV AT INDIANAPOLIS",1,0,1991
"3251",151111,"INDIANA UNIVERSITY-PURDUE UNIV INDIANAPOLIS",1,0,1992
"3252",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1993
"3253",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1995
"3254",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1996
"3255",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1997
"3256",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1998
"3257",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,1999
"3258",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,2000
"3259",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,2001
"3260",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,2002
"3261",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,2003
"3262",151111,"INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS",1,0,2004
"3263",151111,"Indiana University-Purdue University-Indianapolis",1,0,2005
"3264",151111,"Indiana University-Purdue University-Indianapolis",1,0,2006
"3265",151111,"Indiana University-Purdue University-Indianapolis",1,0,2007
"3266",151111,"Indiana University-Purdue University-Indianapolis",1,0,2008
"3267",151111,"Indiana University-Purdue University-Indianapolis",1,0,2009
"3268",151111,"Indiana University-Purdue University-Indianapolis",1,0,2010
"3269",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1991
"3270",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1992
"3271",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1993
"3272",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1995
"3273",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1996
"3274",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1997
"3275",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1998
"3276",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,1999
"3277",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,2000
"3278",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,2001
"3279",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,2002
"3280",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,2003
"3281",151306,"UNIVERSITY OF SOUTHERN INDIANA",1,0,2004
"3282",151306,"University of Southern Indiana",1,0,2005
"3283",151306,"University of Southern Indiana",1,0,2006
"3284",151306,"University of Southern Indiana",1,0,2007
"3285",151306,"University of Southern Indiana",1,0,2008
"3286",151306,"University of Southern Indiana",1,0,2009
"3287",151306,"University of Southern Indiana",1,0,2010
"3288",151324,"INDIANA STATE UNIVERSITY",1,0,1991
"3289",151324,"INDIANA STATE UNIVERSITY",1,0,1992
"3290",151324,"INDIANA STATE UNIVERSITY",1,0,1993
"3291",151324,"INDIANA STATE UNIVERSITY",1,0,1995
"3292",151324,"INDIANA STATE UNIVERSITY",1,0,1996
"3293",151324,"INDIANA STATE UNIVERSITY",1,0,1997
"3294",151324,"INDIANA STATE UNIVERSITY",1,0,1998
"3295",151324,"INDIANA STATE UNIVERSITY",1,0,1999
"3296",151324,"INDIANA STATE UNIVERSITY",1,0,2000
"3297",151324,"INDIANA STATE UNIVERSITY",1,0,2001
"3298",151324,"INDIANA STATE UNIVERSITY",1,0,2002
"3299",151324,"INDIANA STATE UNIVERSITY",1,0,2003
"3300",151324,"INDIANA STATE UNIVERSITY",1,0,2004
"3301",151324,"Indiana State University",1,0,2005
"3302",151324,"Indiana State University",1,0,2006
"3303",151324,"Indiana State University",1,0,2007
"3304",151324,"Indiana State University",1,0,2008
"3305",151324,"Indiana State University",1,0,2009
"3306",151324,"Indiana State University",1,0,2010
"3307",151333,"INDIANA UNIVERSITY AT KOKOMO",1,0,1991
"3308",151333,"INDIANA UNIVERSITY KOKOMO",1,0,1992
"3309",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1993
"3310",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1995
"3311",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1996
"3312",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1997
"3313",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1998
"3314",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,1999
"3315",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,2000
"3316",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,2001
"3317",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,2002
"3318",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,2003
"3319",151333,"INDIANA UNIVERSITY-KOKOMO",1,0,2004
"3320",151333,"Indiana University-Kokomo",1,0,2005
"3321",151333,"Indiana University-Kokomo",1,0,2006
"3322",151333,"Indiana University-Kokomo",1,0,2007
"3323",151333,"Indiana University-Kokomo",1,0,2008
"3324",151333,"Indiana University-Kokomo",1,0,2009
"3325",151333,"Indiana University-Kokomo",1,0,2010
"3326",151342,"INDIANA UNIVERSITY AT SOUTH BEND",1,0,1991
"3327",151342,"INDIANA UNIVERSITY SOUTH BEND",1,0,1992
"3328",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1993
"3329",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1995
"3330",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1996
"3331",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1997
"3332",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1998
"3333",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,1999
"3334",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,2000
"3335",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,2001
"3336",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,2002
"3337",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,2003
"3338",151342,"INDIANA UNIVERSITY-SOUTH BEND",1,0,2004
"3339",151342,"Indiana University-South Bend",1,0,2005
"3340",151342,"Indiana University-South Bend",1,0,2006
"3341",151342,"Indiana University-South Bend",1,0,2007
"3342",151342,"Indiana University-South Bend",1,0,2008
"3343",151342,"Indiana University-South Bend",1,0,2009
"3344",151342,"Indiana University-South Bend",1,0,2010
"3345",151351,"INDIANA UNIVERSITY BLOOMINGTON",1,0,1991
"3346",151351,"INDIANA UNIVERSITY BLOOMINGTON",1,0,1992
"3347",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1993
"3348",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1995
"3349",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1996
"3350",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1997
"3351",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1998
"3352",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,1999
"3353",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,2000
"3354",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,2001
"3355",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,2002
"3356",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,2003
"3357",151351,"INDIANA UNIVERSITY-BLOOMINGTON",1,0,2004
"3358",151351,"Indiana University-Bloomington",1,0,2005
"3359",151351,"Indiana University-Bloomington",1,0,2006
"3360",151351,"Indiana University-Bloomington",1,0,2007
"3361",151351,"Indiana University-Bloomington",1,0,2008
"3362",151351,"Indiana University-Bloomington",1,0,2009
"3363",151351,"Indiana University-Bloomington",1,0,2010
"3364",151360,"INDIANA UNIVERSITY NORTHWEST",1,0,1991
"3365",151360,"INDIANA UNIVERSITY NORTHWEST",1,0,1992
"3366",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1993
"3367",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1995
"3368",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1996
"3369",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1997
"3370",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1998
"3371",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,1999
"3372",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,2000
"3373",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,2001
"3374",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,2002
"3375",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,2003
"3376",151360,"INDIANA UNIVERSITY-NORTHWEST",1,0,2004
"3377",151360,"Indiana University-Northwest",1,0,2005
"3378",151360,"Indiana University-Northwest",1,0,2006
"3379",151360,"Indiana University-Northwest",1,0,2007
"3380",151360,"Indiana University-Northwest",1,0,2008
"3381",151360,"Indiana University-Northwest",1,0,2009
"3382",151360,"Indiana University-Northwest",1,0,2010
"3383",151379,"INDIANA UNIVERSITY SOUTHEAST",1,0,1991
"3384",151379,"INDIANA UNIVERSITY SOUTHEAST",1,0,1992
"3385",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1993
"3386",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1995
"3387",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1996
"3388",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1997
"3389",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1998
"3390",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,1999
"3391",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,2000
"3392",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,2001
"3393",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,2002
"3394",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,2003
"3395",151379,"INDIANA UNIVERSITY-SOUTHEAST",1,0,2004
"3396",151379,"Indiana University-Southeast",1,0,2005
"3397",151379,"Indiana University-Southeast",1,0,2006
"3398",151379,"Indiana University-Southeast",1,0,2007
"3399",151379,"Indiana University-Southeast",1,0,2008
"3400",151379,"Indiana University-Southeast",1,0,2009
"3401",151379,"Indiana University-Southeast",1,0,2010
"3402",151388,"INDIANA UNIVERSITY EAST",1,0,1991
"3403",151388,"INDIANA UNIVERSITY EAST",1,0,1992
"3404",151388,"INDIANA UNIVERSITY-EAST",1,0,1993
"3405",151388,"INDIANA UNIVERSITY-EAST",1,0,1995
"3406",151388,"INDIANA UNIVERSITY-EAST",1,0,1996
"3407",151388,"INDIANA UNIVERSITY-EAST",1,0,1997
"3408",151388,"INDIANA UNIVERSITY-EAST",1,0,1998
"3409",151388,"INDIANA UNIVERSITY-EAST",1,0,1999
"3410",151388,"INDIANA UNIVERSITY-EAST",1,0,2000
"3411",151388,"INDIANA UNIVERSITY-EAST",1,0,2001
"3412",151388,"INDIANA UNIVERSITY-EAST",1,0,2002
"3413",151388,"INDIANA UNIVERSITY-EAST",1,0,2003
"3414",151388,"INDIANA UNIVERSITY-EAST",1,0,2004
"3415",151388,"Indiana University-East",1,0,2005
"3416",151388,"Indiana University-East",1,0,2006
"3417",151388,"Indiana University-East",1,0,2007
"3418",151388,"Indiana University-East",1,0,2008
"3419",151388,"Indiana University-East",1,0,2009
"3420",151388,"Indiana University-East",1,0,2010
"3421",151777,"MANCHESTER COLLEGE",1,0,1991
"3422",151777,"MANCHESTER COLLEGE",1,0,1992
"3423",151777,"MANCHESTER COLLEGE",1,0,1993
"3424",151777,"MANCHESTER COLLEGE",1,0,1995
"3425",151777,"MANCHESTER COLLEGE",1,0,1996
"3426",151777,"MANCHESTER COLLEGE",1,0,1997
"3427",151777,"MANCHESTER COLLEGE",1,0,1998
"3428",151777,"MANCHESTER COLLEGE",1,0,1999
"3429",151777,"MANCHESTER COLLEGE",1,0,2000
"3430",151777,"MANCHESTER COLLEGE",1,0,2001
"3431",151777,"MANCHESTER COLLEGE",1,0,2002
"3432",151777,"MANCHESTER COLLEGE",1,0,2003
"3433",151777,"MANCHESTER COLLEGE",1,0,2004
"3434",151777,"Manchester College",1,0,2005
"3435",151777,"Manchester College",1,0,2006
"3436",151777,"Manchester College",1,0,2007
"3437",151777,"Manchester College",1,0,2008
"3438",151777,"Manchester College",1,0,2009
"3439",151777,"Manchester College",1,0,2010
"3440",151786,"MARIAN COLLEGE",1,0,1991
"3441",151786,"MARIAN COLLEGE",1,0,1992
"3442",151786,"MARIAN COLLEGE",1,0,1993
"3443",151786,"MARIAN COLLEGE",1,0,1995
"3444",151786,"MARIAN COLLEGE",1,0,1996
"3445",151786,"MARIAN COLLEGE",1,0,1997
"3446",151786,"MARIAN COLLEGE",1,0,1998
"3447",151786,"MARIAN COLLEGE",1,0,1999
"3448",151786,"MARIAN COLLEGE",1,0,2000
"3449",151786,"MARIAN COLLEGE",1,0,2001
"3450",151786,"MARIAN COLLEGE",1,0,2002
"3451",151786,"MARIAN COLLEGE",1,0,2003
"3452",151786,"MARIAN COLLEGE",1,0,2004
"3453",151786,"Marian College",1,0,2005
"3454",151786,"Marian College",1,0,2006
"3455",151786,"Marian College",1,0,2007
"3456",151786,"Marian College",1,0,2008
"3457",151786,"Marian University",1,0,2009
"3458",151786,"Marian University",1,0,2010
"3459",152080,"UNIVERSITY OF NOTRE DAME",1,0,1991
"3460",152080,"UNIVERSITY OF NOTRE DAME",1,0,1992
"3461",152080,"UNIVERSITY OF NOTRE DAME",1,0,1993
"3462",152080,"UNIVERSITY OF NOTRE DAME",1,0,1995
"3463",152080,"UNIVERSITY OF NOTRE DAME",1,0,1996
"3464",152080,"UNIVERSITY OF NOTRE DAME",1,0,1997
"3465",152080,"UNIVERSITY OF NOTRE DAME",1,0,1998
"3466",152080,"UNIVERSITY OF NOTRE DAME",1,0,1999
"3467",152080,"UNIVERSITY OF NOTRE DAME",1,0,2000
"3468",152080,"UNIVERSITY OF NOTRE DAME",1,0,2001
"3469",152080,"UNIVERSITY OF NOTRE DAME",1,0,2002
"3470",152080,"UNIVERSITY OF NOTRE DAME",1,0,2003
"3471",152080,"UNIVERSITY OF NOTRE DAME",1,0,2004
"3472",152080,"University of Notre Dame",1,0,2005
"3473",152080,"University of Notre Dame",1,0,2006
"3474",152080,"University of Notre Dame",1,0,2007
"3475",152080,"University of Notre Dame",1,0,2008
"3476",152080,"University of Notre Dame",1,0,2009
